UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
449558,1,2.0,-1.0,,
450042,1,-1.0,0.0,,
450338,1,-1.0,0.0,,
450979,1,3.0,-1.0,,
451602,1,4.0,-1.0,,
451632,1,-1.0,7.0,,
452996,1,-1.0,7.0,,
453639,1,2.0,-1.0,,
453711,1,-1.0,8.0,,
454028,1,8.0,-1.0,,
454123,1,-1.0,2.0,,
454253,1,2.0,-1.0,,
454268,1,-1.0,8.0,,
456917,1,8.0,-1.0,,
457570,1,-1.0,8.0,,
457771,1,8.0,-1.0,,
458942,1,4.0,-1.0,,
459202,1,8.0,-1.0,,
459361,1,-1.0,3.0,,
461384,1,1.0,-1.0,,
461428,1,0.0,-1.0,,
461686,1,1.0,-1.0,,
461706,1,-1.0,8.0,,
461781,1,8.0,-1.0,,
462087,1,-1.0,8.0,,
463035,1,4.0,-1.0,,
463074,1,3.0,-1.0,,
463452,1,8.0,-1.0,,
463643,1,5.0,-1.0,,
464510,1,6.0,-1.0,,
464704,1,-1.0,7.0,,
465292,1,1.0,-1.0,,
466289,1,7.0,-1.0,,
466290,1,2.0,-1.0,,
467581,1,5.0,-1.0,,
467716,1,2.0,-1.0,,
467849,1,5.0,-1.0,,
468855,1,9.0,-1.0,,
469100,1,4.0,-1.0,,
469496,1,-1.0,6.0,,
470004,1,0.0,-1.0,,
471346,1,-1.0,9.0,,
471995,1,-1.0,2.0,,
472304,1,2.0,-1.0,,
473154,1,8.0,-1.0,,
473335,1,-1.0,6.0,,
473390,1,8.0,-1.0,,
473598,1,-1.0,9.0,,
473815,1,0.0,-1.0,,
475010,1,-1.0,2.0,,
475356,1,-1.0,5.0,,
476349,1,-1.0,8.0,,
476537,1,-1.0,8.0,,
476983,1,-1.0,1.0,,
477753,1,0.0,-1.0,,
477854,1,-1.0,0.0,,
478339,1,-1.0,2.0,,
480200,1,-1.0,7.0,,
480462,1,1.0,-1.0,,
480831,1,-1.0,8.0,,
481321,1,-1.0,6.0,,
482345,1,-1.0,6.0,,
482805,1,1.0,-1.0,,
482944,1,-1.0,6.0,,
483687,1,-1.0,6.0,,
483878,1,-1.0,8.0,,
484081,1,6.0,-1.0,,
484398,1,4.0,-1.0,,
485575,1,3.0,-1.0,,
486263,1,-1.0,2.0,,
486753,1,9.0,-1.0,,
486900,1,4.0,-1.0,,
486979,1,8.0,-1.0,,
487397,1,-1.0,1.0,,
487425,1,-1.0,1.0,,
488982,1,-1.0,4.0,,
488989,1,-1.0,6.0,,
489163,1,4.0,-1.0,,
489410,1,3.0,-1.0,,
489630,1,-1.0,5.0,,
489858,1,-1.0,9.0,,
491292,1,-1.0,6.0,,
491918,1,1.0,-1.0,,
492351,1,2.0,-1.0,,
492708,1,-1.0,6.0,,
493934,1,-1.0,5.0,,
494449,1,-1.0,4.0,,
494989,1,7.0,-1.0,,
495248,1,-1.0,2.0,,
495447,1,-1.0,4.0,,
495626,1,-1.0,0.0,,
495766,1,2.0,-1.0,,
495969,1,-1.0,3.0,,
497041,1,-1.0,8.0,,
498702,1,-1.0,6.0,,
499102,1,-1.0,7.0,,
499622,1,-1.0,9.0,,
499749,1,-1.0,8.0,,
499804,1,5.0,-1.0,,
500332,1,2.0,-1.0,,
501508,1,8.0,-1.0,,
501743,1,-1.0,2.0,,
501781,1,-1.0,9.0,,
502376,1,-1.0,7.0,,
502536,1,-1.0,9.0,,
503356,1,2.0,-1.0,,
503453,1,-1.0,5.0,,
503524,1,3.0,-1.0,,
504925,1,1.0,-1.0,,
505414,1,8.0,-1.0,,
505417,1,8.0,-1.0,,
505575,1,-1.0,3.0,,
505593,1,8.0,-1.0,,
505785,1,8.0,-1.0,,
506753,1,-1.0,5.0,,
507743,1,5.0,-1.0,,
508664,1,-1.0,7.0,,
509277,1,-1.0,0.0,,
509374,1,-1.0,7.0,,
509483,1,1.0,-1.0,,
509662,1,3.0,-1.0,,
511361,1,9.0,-1.0,,
511928,1,-1.0,1.0,,
512652,1,-1.0,8.0,,
512848,1,3.0,-1.0,,
513260,1,-1.0,2.0,,
513659,1,-1.0,1.0,,
514820,1,3.0,-1.0,,
515568,1,9.0,-1.0,,
515674,1,-1.0,9.0,,
516382,1,7.0,-1.0,,
517232,1,-1.0,4.0,,
517310,1,0.0,-1.0,,
517344,1,6.0,-1.0,,
518601,1,-1.0,5.0,,
518670,1,9.0,-1.0,,
520032,1,-1.0,6.0,,
520442,1,2.0,-1.0,,
522243,1,3.0,-1.0,,
524257,1,7.0,-1.0,,
524575,1,4.0,-1.0,,
526714,1,-1.0,1.0,,
528145,1,0.0,-1.0,,
529820,1,3.0,-1.0,,
529906,1,-1.0,3.0,,
529929,1,-1.0,4.0,,
530119,1,8.0,-1.0,,
530402,1,-1.0,5.0,,
531143,1,5.0,-1.0,,
531526,1,5.0,-1.0,,
531979,1,8.0,-1.0,,
532575,1,5.0,-1.0,,
532853,1,-1.0,0.0,,
532905,1,2.0,-1.0,,
534148,1,-1.0,7.0,,
534640,1,-1.0,2.0,,
535290,1,5.0,-1.0,,
535685,1,-1.0,4.0,,
536049,1,-1.0,8.0,,
536279,1,3.0,-1.0,,
537328,1,2.0,-1.0,,
537863,1,6.0,-1.0,,
538071,1,-1.0,9.0,,
540393,1,8.0,-1.0,,
540496,1,8.0,-1.0,,
541404,1,6.0,-1.0,,
541458,1,9.0,-1.0,,
542437,1,-1.0,4.0,,
542683,1,5.0,-1.0,,
543310,1,8.0,-1.0,,
543585,1,-1.0,5.0,,
543732,1,-1.0,9.0,,
546012,1,-1.0,7.0,,
546104,1,9.0,-1.0,,
546145,1,-1.0,1.0,,
547065,1,-1.0,5.0,,
547247,1,7.0,-1.0,,
547834,1,-1.0,8.0,,
549451,1,-1.0,0.0,,
549816,1,-1.0,3.0,,
551093,1,9.0,-1.0,,
551369,1,-1.0,2.0,,
551431,1,2.0,-1.0,,
552033,1,-1.0,1.0,,
553065,1,6.0,-1.0,,
553101,1,6.0,-1.0,,
555334,1,4.0,-1.0,,
557936,1,8.0,-1.0,,
559305,1,4.0,-1.0,,
560084,1,8.0,-1.0,,
561423,1,2.0,-1.0,,
561755,1,0.0,-1.0,,
561878,1,3.0,-1.0,,
562275,1,-1.0,3.0,,
562859,1,-1.0,2.0,,
564328,1,5.0,-1.0,,
564370,1,3.0,-1.0,,
564837,1,5.0,-1.0,,
565538,1,-1.0,1.0,,
565966,1,5.0,-1.0,,
567296,1,-1.0,3.0,,
567310,1,7.0,-1.0,,
567780,1,1.0,-1.0,,
571389,1,1.0,-1.0,,
571469,1,0.0,-1.0,,
572258,1,-1.0,8.0,,
572296,1,-1.0,8.0,,
572983,1,-1.0,3.0,,
573108,1,0.0,-1.0,,
573503,1,5.0,-1.0,,
573964,1,-1.0,9.0,,
574117,1,0.0,-1.0,,
575223,1,8.0,-1.0,,
575762,1,3.0,-1.0,,
575879,1,-1.0,9.0,,
576138,1,5.0,-1.0,,
577417,1,6.0,-1.0,,
577472,1,9.0,-1.0,,
577949,1,6.0,-1.0,,
577966,1,6.0,-1.0,,
578343,1,3.0,-1.0,,
579572,1,-1.0,4.0,,
579820,1,8.0,-1.0,,
579985,1,-1.0,8.0,,
580463,1,5.0,-1.0,,
581211,1,-1.0,9.0,,
581220,1,5.0,-1.0,,
581314,1,8.0,-1.0,,
581399,1,-1.0,5.0,,
582711,1,7.0,-1.0,,
582836,1,-1.0,2.0,,
583160,1,0.0,-1.0,,
583949,1,7.0,-1.0,,
584538,1,9.0,-1.0,,
585118,1,6.0,-1.0,,
585157,1,-1.0,6.0,,
586632,1,7.0,-1.0,,
586786,1,7.0,-1.0,,
586861,1,-1.0,2.0,,
588572,1,-1.0,8.0,,
590047,1,-1.0,3.0,,
590808,1,7.0,-1.0,,
591731,1,7.0,-1.0,,
591903,1,-1.0,6.0,,
593247,1,0.0,-1.0,,
595467,1,-1.0,2.0,,
597280,1,-1.0,2.0,,
597345,1,-1.0,0.0,,
597446,1,5.0,-1.0,,
599109,1,6.0,-1.0,,
599486,1,-1.0,0.0,,
599608,1,6.0,-1.0,,
599831,1,-1.0,5.0,,
600547,1,8.0,-1.0,,
600759,1,-1.0,2.0,,
601985,1,-1.0,0.0,,
602359,1,0.0,-1.0,,
602369,1,0.0,-1.0,,
603007,1,-1.0,5.0,,
603509,1,5.0,-1.0,,
604277,1,6.0,-1.0,,
605890,1,8.0,-1.0,,
607671,1,8.0,-1.0,,
608971,1,-1.0,1.0,,
609268,1,-1.0,0.0,,
609793,1,-1.0,5.0,,
610461,1,0.0,-1.0,,
610687,1,-1.0,3.0,,
610855,1,1.0,-1.0,,
611056,1,-1.0,0.0,,
611507,1,-1.0,4.0,,
611847,1,-1.0,9.0,,
612305,1,-1.0,1.0,,
612891,1,-1.0,0.0,,
613185,1,-1.0,8.0,,
615029,1,-1.0,9.0,,
615052,1,7.0,-1.0,,
615113,1,8.0,-1.0,,
615486,1,-1.0,9.0,,
615999,1,1.0,-1.0,,
617164,1,-1.0,6.0,,
617505,1,8.0,-1.0,,
618078,1,1.0,-1.0,,
618415,1,-1.0,3.0,,
618567,1,7.0,-1.0,,
618722,1,7.0,-1.0,,
619454,1,7.0,-1.0,,
619592,1,0.0,-1.0,,
621064,1,9.0,-1.0,,
621578,1,-1.0,3.0,,
623206,1,5.0,-1.0,,
623333,1,-1.0,1.0,,
623635,1,7.0,-1.0,,
623671,1,1.0,-1.0,,
623926,1,-1.0,1.0,,
624686,1,-1.0,2.0,,
625953,1,-1.0,5.0,,
626582,1,-1.0,6.0,,
628754,1,-1.0,1.0,,
629078,1,-1.0,9.0,,
629979,1,6.0,-1.0,,
630770,1,7.0,-1.0,,
630805,1,8.0,-1.0,,
630835,1,7.0,-1.0,,
630944,1,-1.0,6.0,,
632047,1,-1.0,2.0,,
634314,1,9.0,-1.0,,
634796,1,3.0,-1.0,,
635048,1,0.0,-1.0,,
636482,1,-1.0,2.0,,
636680,1,-1.0,2.0,,
637223,1,-1.0,8.0,,
637379,1,8.0,-1.0,,
638061,1,-1.0,7.0,,
638751,1,0.0,-1.0,,
638978,1,-1.0,5.0,,
638983,1,8.0,-1.0,,
639039,1,3.0,-1.0,,
640155,1,9.0,-1.0,,
640355,1,-1.0,2.0,,
640467,1,-1.0,3.0,,
640737,1,7.0,-1.0,,
641333,1,9.0,-1.0,,
641630,1,1.0,-1.0,,
641732,1,5.0,-1.0,,
643913,1,7.0,-1.0,,
644314,1,4.0,-1.0,,
644330,1,-1.0,4.0,,
644627,1,-1.0,7.0,,
648297,1,8.0,-1.0,,
648800,1,-1.0,5.0,,
649791,1,-1.0,8.0,,
650502,1,-1.0,6.0,,
651466,1,-1.0,2.0,,
652009,1,6.0,-1.0,,
652103,1,-1.0,6.0,,
654562,1,-1.0,2.0,,
655714,1,8.0,-1.0,,
655824,1,-1.0,1.0,,
656249,1,3.0,-1.0,,
656744,1,-1.0,7.0,,
656832,1,-1.0,9.0,,
657660,1,1.0,-1.0,,
659052,1,-1.0,3.0,,
659091,1,5.0,-1.0,,
660666,1,6.0,-1.0,,
660751,1,2.0,-1.0,,
660983,1,5.0,-1.0,,
661549,1,-1.0,7.0,,
661582,1,9.0,-1.0,,
662216,1,6.0,-1.0,,
663086,1,1.0,-1.0,,
663465,1,0.0,-1.0,,
663942,1,4.0,-1.0,,
663974,1,7.0,-1.0,,
664959,1,-1.0,2.0,,
665358,1,3.0,-1.0,,
666715,1,-1.0,4.0,,
667125,1,0.0,-1.0,,
667513,1,5.0,-1.0,,
669803,1,-1.0,5.0,,
669943,1,-1.0,5.0,,
670154,1,-1.0,1.0,,
670656,1,-1.0,2.0,,
671728,1,1.0,-1.0,,
672304,1,-1.0,1.0,,
672648,1,-1.0,5.0,,
672720,1,9.0,-1.0,,
672826,1,-1.0,4.0,,
672928,1,8.0,-1.0,,
673210,1,-1.0,9.0,,
673314,1,7.0,-1.0,,
673365,1,7.0,-1.0,,
674647,1,9.0,6.0,,
674899,1,6.0,-1.0,,
675777,1,1.0,-1.0,,
678082,1,4.0,-1.0,,
678923,1,7.0,-1.0,,
679600,1,9.0,-1.0,,
679896,1,-1.0,8.0,,
682022,1,1.0,-1.0,,
682294,1,-1.0,2.0,,
683768,1,-1.0,9.0,,
683965,1,-1.0,5.0,,
684635,1,8.0,-1.0,,
685207,1,-1.0,2.0,,
685584,1,-1.0,3.0,,
685589,1,-1.0,8.0,,
686383,1,-1.0,4.0,,
686928,1,5.0,-1.0,,
687202,1,2.0,-1.0,,
688984,1,4.0,-1.0,,
689070,1,3.0,-1.0,,
689517,1,-1.0,1.0,,
690554,1,-1.0,8.0,,
690772,1,-1.0,3.0,,
691542,1,6.0,-1.0,,
691841,1,-1.0,6.0,,
692517,1,-1.0,4.0,,
694013,1,5.0,-1.0,,
694263,1,-1.0,3.0,,
695324,1,-1.0,8.0,,
695620,1,-1.0,7.0,,
696257,1,3.0,-1.0,,
696316,1,9.0,-1.0,,
699321,1,-1.0,8.0,,
699679,1,-1.0,1.0,,
701148,1,-1.0,4.0,,
701917,1,9.0,-1.0,,
702384,1,-1.0,3.0,,
702827,1,3.0,-1.0,,
702940,1,2.0,-1.0,,
703229,1,7.0,-1.0,,
703499,1,-1.0,2.0,,
704351,1,8.0,-1.0,,
704817,1,0.0,-1.0,,
707015,1,-1.0,2.0,,
708728,1,2.0,-1.0,,
709041,1,-1.0,7.0,,
709240,1,8.0,-1.0,,
710128,1,3.0,-1.0,,
710213,1,5.0,-1.0,,
711566,1,1.0,-1.0,,
711659,1,-1.0,3.0,,
712951,1,6.0,-1.0,,
714117,1,8.0,-1.0,,
714210,1,4.0,-1.0,,
714976,1,-1.0,5.0,,
715318,1,0.0,-1.0,,
715394,1,1.0,-1.0,,
715720,1,4.0,-1.0,,
715988,1,4.0,-1.0,,
716501,1,-1.0,7.0,,
717061,1,7.0,-1.0,,
719545,1,5.0,-1.0,,
719642,1,0.0,-1.0,,
719859,1,7.0,-1.0,,
719921,1,7.0,-1.0,,
720782,1,-1.0,7.0,,
720845,1,-1.0,7.0,,
722723,1,-1.0,6.0,,
723824,1,7.0,-1.0,,
725033,1,-1.0,4.0,,
725095,1,-1.0,9.0,,
727322,1,-1.0,8.0,,
728048,1,-1.0,4.0,,
729291,1,-1.0,3.0,,
730306,1,-1.0,0.0,,
731398,1,-1.0,7.0,,
731820,1,8.0,-1.0,,
732337,1,-1.0,0.0,,
732406,1,-1.0,0.0,,
732641,1,-1.0,5.0,,
732698,1,4.0,-1.0,,
732908,1,2.0,-1.0,,
733516,1,-1.0,9.0,,
736941,1,0.0,-1.0,,
737597,1,8.0,-1.0,,
737973,1,-1.0,7.0,,
738173,1,-1.0,6.0,,
738525,1,6.0,-1.0,,
739139,1,-1.0,9.0,,
739344,1,8.0,-1.0,,
739885,1,7.0,-1.0,,
740628,1,-1.0,9.0,,
740842,1,4.0,-1.0,,
741364,1,-1.0,9.0,,
741811,1,7.0,-1.0,,
742971,1,6.0,-1.0,,
743247,1,3.0,-1.0,,
743842,1,3.0,-1.0,,
744054,1,-1.0,2.0,,
744535,1,6.0,-1.0,,
745497,1,2.0,-1.0,,
746663,1,7.0,-1.0,,
747265,1,9.0,-1.0,,
747511,1,3.0,-1.0,,
747768,1,-1.0,2.0,,
747986,1,-1.0,9.0,,
749104,1,-1.0,4.0,,
749912,1,7.0,-1.0,,
750747,1,6.0,-1.0,,
752114,1,-1.0,4.0,,
752193,1,7.0,-1.0,,
753188,1,8.0,-1.0,,
753504,1,-1.0,9.0,,
754277,1,0.0,-1.0,,
754341,1,1.0,-1.0,,
754757,1,0.0,-1.0,,
755671,1,-1.0,0.0,,
756061,1,-1.0,0.0,,
756118,1,-1.0,6.0,,
756796,1,7.0,-1.0,,
757555,1,-1.0,5.0,,
759314,1,-1.0,2.0,,
760243,1,4.0,-1.0,,
760810,1,4.0,-1.0,,
761025,1,5.0,-1.0,,
761026,1,3.0,-1.0,,
761211,1,-1.0,9.0,,
764954,1,-1.0,6.0,,
765239,1,-1.0,6.0,,
765661,1,9.0,-1.0,,
766490,1,-1.0,8.0,,
767101,1,0.0,-1.0,,
767626,1,0.0,-1.0,,
767945,1,6.0,-1.0,,
768037,1,1.0,-1.0,,
768067,1,-1.0,9.0,,
768123,1,-1.0,5.0,,
769375,1,0.0,-1.0,,
769822,1,-1.0,3.0,,
770281,1,-1.0,8.0,,
770462,1,-1.0,1.0,,
770521,1,-1.0,4.0,,
771157,1,9.0,-1.0,,
772476,1,-1.0,8.0,,
772509,1,-1.0,4.0,,
772685,1,6.0,-1.0,,
772829,1,-1.0,7.0,,
772863,1,-1.0,4.0,,
773844,1,0.0,-1.0,,
777362,1,8.0,-1.0,,
778103,1,7.0,-1.0,,
778190,1,2.0,-1.0,,
780275,1,0.0,-1.0,,
780342,1,2.0,-1.0,,
780378,1,-1.0,0.0,,
781490,1,1.0,-1.0,,
781618,1,3.0,-1.0,,
782565,1,-1.0,2.0,,
782917,1,3.0,-1.0,,
783013,1,-1.0,6.0,,
783209,1,6.0,-1.0,,
784578,1,-1.0,9.0,,
784601,1,0.0,-1.0,,
784640,1,-1.0,8.0,,
784678,1,6.0,-1.0,,
785362,1,7.0,-1.0,,
785427,1,-1.0,2.0,,
785614,1,1.0,-1.0,,
788142,1,6.0,-1.0,,
788479,1,9.0,-1.0,,
789545,1,-1.0,5.0,,
789663,1,-1.0,1.0,,
789740,1,9.0,-1.0,,
790064,1,-1.0,9.0,,
790114,1,1.0,-1.0,,
791207,1,-1.0,9.0,,
791404,1,-1.0,3.0,,
792547,1,-1.0,6.0,,
792697,1,7.0,-1.0,,
793304,1,-1.0,3.0,,
793326,1,-1.0,1.0,,
793838,1,5.0,-1.0,,
794830,1,4.0,-1.0,,
795568,1,7.0,-1.0,,
796276,1,2.0,-1.0,,
796685,1,0.0,-1.0,,
797281,1,9.0,-1.0,,
797686,1,-1.0,7.0,,
797930,1,3.0,-1.0,,
798813,1,-1.0,2.0,,
798828,1,-1.0,3.0,,
798860,1,-1.0,2.0,,
799141,1,8.0,-1.0,,
799556,1,4.0,-1.0,,
799872,1,-1.0,0.0,,
802455,1,1.0,-1.0,,
803469,1,3.0,-1.0,,
803706,1,2.0,-1.0,,
804126,1,-1.0,2.0,,
804601,1,-1.0,2.0,,
805139,1,-1.0,2.0,,
805725,1,0.0,-1.0,,
807171,1,-1.0,5.0,,
808359,1,-1.0,0.0,,
808397,1,-1.0,3.0,,
809453,1,3.0,-1.0,,
809814,1,-1.0,1.0,,
809870,1,5.0,-1.0,,
810036,1,8.0,-1.0,,
810689,1,-1.0,9.0,,
810749,1,-1.0,2.0,,
811369,1,3.0,-1.0,,
811625,1,5.0,-1.0,,
812635,1,4.0,-1.0,,
813373,1,-1.0,6.0,,
813499,1,7.0,-1.0,,
814402,1,-1.0,6.0,,
814915,1,9.0,-1.0,,
815420,1,2.0,-1.0,,
816359,1,9.0,-1.0,,
817110,1,4.0,-1.0,,
817925,1,-1.0,8.0,,
818636,1,2.0,-1.0,,
819317,1,0.0,-1.0,,
819353,1,-1.0,1.0,,
820766,1,-1.0,7.0,,
820780,1,7.0,-1.0,,
821407,1,0.0,-1.0,,
821616,1,-1.0,0.0,,
821804,1,-1.0,3.0,,
821889,1,7.0,-1.0,,
822406,1,-1.0,5.0,,
824021,1,3.0,-1.0,,
824757,1,-1.0,3.0,,
824978,1,-1.0,1.0,,
826053,1,-1.0,5.0,,
826060,1,3.0,-1.0,,
826693,1,6.0,-1.0,,
827098,1,-1.0,7.0,,
827662,1,-1.0,0.0,,
827812,1,0.0,-1.0,,
828022,1,-1.0,7.0,,
828552,1,2.0,-1.0,,
829100,1,1.0,-1.0,,
830455,1,-1.0,6.0,,
830591,1,1.0,-1.0,,
831698,1,-1.0,5.0,,
831902,1,-1.0,3.0,,
832278,1,5.0,-1.0,,
832557,1,-1.0,0.0,,
833881,1,-1.0,1.0,,
834138,1,-1.0,7.0,,
834258,1,9.0,-1.0,,
834481,1,1.0,-1.0,,
834538,1,-1.0,0.0,,
834594,1,5.0,-1.0,,
834969,1,-1.0,3.0,,
835820,1,-1.0,8.0,,
835919,1,-1.0,6.0,,
836184,1,3.0,-1.0,,
837354,1,8.0,-1.0,,
837829,1,-1.0,4.0,,
837882,1,7.0,-1.0,,
837924,1,-1.0,4.0,,
837987,1,-1.0,4.0,,
839160,1,-1.0,2.0,,
839299,1,5.0,-1.0,,
840411,1,4.0,-1.0,,
840597,1,0.0,-1.0,,
841664,1,3.0,-1.0,,
841694,1,9.0,-1.0,,
842604,1,-1.0,9.0,,
842656,1,1.0,-1.0,,
842681,1,3.0,-1.0,,
842883,1,-1.0,0.0,,
843739,1,-1.0,0.0,,
844716,1,9.0,-1.0,,
845307,1,-1.0,9.0,,
845958,1,2.0,-1.0,,
846599,1,-1.0,8.0,,
847559,1,3.0,-1.0,,
847796,1,9.0,-1.0,,
847942,1,-1.0,7.0,,
848129,1,3.0,-1.0,,
848168,1,2.0,-1.0,,
848819,1,-1.0,2.0,,
849935,1,-1.0,5.0,,
850000,1,5.0,-1.0,,
850037,1,8.0,-1.0,,
850246,1,-1.0,6.0,,
850874,1,8.0,-1.0,,
851486,1,4.0,-1.0,,
851821,1,0.0,-1.0,,
852098,1,-1.0,1.0,,
853488,1,-1.0,8.0,,
855127,1,-1.0,2.0,,
855528,1,1.0,-1.0,,
855807,1,-1.0,8.0,,
856010,1,-1.0,7.0,,
856726,1,-1.0,9.0,,
857036,1,4.0,-1.0,,
857352,1,-1.0,3.0,,
857827,1,0.0,-1.0,,
858075,1,-1.0,8.0,,
858229,1,4.0,-1.0,,
858726,1,-1.0,3.0,,
858727,1,-1.0,1.0,,
861203,1,-1.0,3.0,,
861444,1,7.0,-1.0,,
862178,1,-1.0,1.0,,
863008,1,7.0,-1.0,,
863168,1,0.0,-1.0,,
863217,1,1.0,-1.0,,
863727,1,5.0,-1.0,,
864212,1,-1.0,8.0,,
864283,1,-1.0,6.0,,
864942,1,-1.0,4.0,,
865552,1,-1.0,5.0,,
866574,1,7.0,-1.0,,
867726,1,-1.0,9.0,,
868941,1,-1.0,6.0,,
869321,1,4.0,-1.0,,
870300,1,4.0,-1.0,,
870497,1,1.0,-1.0,,
870737,1,-1.0,5.0,,
873198,1,-1.0,3.0,,
874467,1,4.0,-1.0,,
874822,1,-1.0,2.0,,
875215,1,-1.0,1.0,,
875583,1,-1.0,7.0,,
875844,1,-1.0,4.0,,
877083,1,-1.0,4.0,,
877824,1,-1.0,3.0,,
878099,1,-1.0,8.0,,
879019,1,5.0,-1.0,,
879212,1,2.0,-1.0,,
879704,1,3.0,-1.0,,
880225,1,-1.0,8.0,,
881398,1,-1.0,3.0,,
882286,1,-1.0,7.0,,
882577,1,-1.0,8.0,,
882932,1,-1.0,8.0,,
883772,1,-1.0,3.0,,
883876,1,-1.0,0.0,,
884134,1,0.0,-1.0,,
884339,1,2.0,-1.0,,
885617,1,-1.0,7.0,,
885693,1,-1.0,3.0,,
885700,1,-1.0,3.0,,
885866,1,-1.0,5.0,,
887363,1,-1.0,0.0,,
887460,1,-1.0,7.0,,
888598,1,5.0,-1.0,,
888656,1,9.0,-1.0,,
888711,1,4.0,-1.0,,
888918,1,4.0,-1.0,,
889222,1,-1.0,5.0,,
891008,1,0.0,-1.0,,
891302,1,1.0,-1.0,,
892122,1,9.0,-1.0,,
